DATE,BUSLOANS
1955-12-01,26.7161
1956-01-01,27.1736
1956-02-01,27.6564
1956-03-01,28.5289
1956-04-01,29.2850
1956-05-01,29.6299
1956-06-01,30.2630
1956-07-01,30.7252
1956-08-01,31.0855
1956-09-01,31.4451
1956-10-01,31.8895
1956-11-01,32.2609
1956-12-01,32.4730
1957-01-01,32.6870
1957-02-01,32.6895
1957-03-01,33.0407
1957-04-01,33.3856
1957-05-01,33.6362
1957-06-01,34.0596
1957-07-01,34.3749
1957-08-01,34.5961
1957-09-01,34.5474
1957-10-01,34.4197
1957-11-01,34.3325
1957-12-01,33.8853
1958-01-01,34.6988
1958-02-01,34.8623
1958-03-01,34.7528
1958-04-01,34.5718
1958-05-01,34.4375
1958-06-01,34.2718
1958-07-01,34.1831
1958-08-01,34.3612
1958-09-01,34.5237
1958-10-01,34.7518
1958-11-01,34.9156
1958-12-01,34.9489
1959-01-01,35.2130
1959-02-01,35.2201
1959-03-01,35.1304
1959-04-01,35.5581
1959-05-01,36.3064
1959-06-01,37.1404
1959-07-01,37.6645
1959-08-01,38.0890
1959-09-01,38.2605
1959-10-01,38.4113
1959-11-01,38.6978
1959-12-01,39.2932
1960-01-01,39.6291
1960-02-01,39.7872
1960-03-01,40.0180
1960-04-01,40.5152
1960-05-01,40.8926
1960-06-01,41.3564
1960-07-01,41.3958
1960-08-01,41.3249
1960-09-01,41.4006
1960-10-01,41.5247
1960-11-01,41.6827
1960-12-01,42.1051
1961-01-01,42.0358
1961-02-01,41.9503
1961-03-01,42.0518
1961-04-01,42.2127
1961-05-01,42.1342
1961-06-01,42.4519
1961-07-01,42.5813
1961-08-01,42.6567
1961-09-01,42.7707
1961-10-01,42.9778
1961-11-01,43.1337
1961-12-01,43.7997
1962-01-01,43.9853
1962-02-01,43.8688
1962-03-01,44.1012
1962-04-01,44.5398
1962-05-01,44.8413
1962-06-01,45.5419
1962-07-01,45.7268
1962-08-01,45.9234
1962-09-01,46.3736
1962-10-01,46.8487
1962-11-01,47.1998
1962-12-01,47.4376
1963-01-01,47.6623
1963-02-01,47.8294
1963-03-01,47.9739
1963-04-01,48.3917
1963-05-01,48.6490
1963-06-01,49.2469
1963-07-01,49.4664
1963-08-01,49.4768
1963-09-01,49.8225
1963-10-01,50.4111
1963-11-01,51.2382
1963-12-01,52.1741
1964-01-01,52.4186
1964-02-01,52.5482
1964-03-01,52.7139
1964-04-01,53.2290
1964-05-01,53.7445
1964-06-01,54.2937
1964-07-01,54.7159
1964-08-01,55.1046
1964-09-01,55.7749
1964-10-01,56.2908
1964-11-01,56.8628
1964-12-01,58.3481
1965-01-01,59.2410
1965-02-01,60.0693
1965-03-01,61.1489
1965-04-01,62.1331
1965-05-01,62.9250
1965-06-01,64.1511
1965-07-01,64.8904
1965-08-01,65.4792
1965-09-01,66.3883
1965-10-01,67.0500
1965-11-01,67.7540
1965-12-01,69.1577
1966-01-01,69.9831
1966-02-01,70.6830
1966-03-01,71.5210
1966-04-01,72.3728
1966-05-01,73.3273
1966-06-01,75.3919
1966-07-01,76.7826
1966-08-01,76.9939
1966-09-01,77.4883
1966-10-01,78.0104
1966-11-01,78.3726
1966-12-01,78.9760
1967-01-01,79.2740
1967-02-01,79.5580
1967-03-01,80.1231
1967-04-01,81.1850
1967-05-01,81.6022
1967-06-01,82.6929
1967-07-01,83.7351
1967-08-01,83.5123
1967-09-01,83.7365
1967-10-01,84.1043
1967-11-01,84.5959
1967-12-01,86.1397
1968-01-01,86.5509
1968-02-01,86.5981
1968-03-01,87.1140
1968-04-01,88.4210
1968-05-01,88.9726
1968-06-01,89.9295
1968-07-01,91.0358
1968-08-01,91.2381
1968-09-01,91.8452
1968-10-01,92.8125
1968-11-01,94.4700
1968-12-01,96.2065
1969-01-01,97.1481
1969-02-01,98.2963
1969-03-01,99.2383
1969-04-01,100.7715
1969-05-01,101.9454
1969-06-01,102.5404
1969-07-01,103.0557
1969-08-01,103.3067
1969-09-01,103.8176
1969-10-01,104.3372
1969-11-01,105.1854
1969-12-01,106.5979
1970-01-01,106.2979
1970-02-01,105.6953
1970-03-01,105.4128
1970-04-01,105.6766
1970-05-01,106.0118
1970-06-01,106.8358
1970-07-01,107.6770
1970-08-01,108.5407
1970-09-01,109.5289
1970-10-01,109.7740
1970-11-01,110.1744
1970-12-01,111.3578
1971-01-01,111.5479
1971-02-01,111.8951
1971-03-01,111.9877
1971-04-01,112.1496
1971-05-01,113.0615
1971-06-01,114.1265
1971-07-01,114.3772
1971-08-01,115.6802
1971-09-01,116.6745
1971-10-01,117.2680
1971-11-01,117.8104
1971-12-01,117.7961
1972-01-01,118.1645
1972-02-01,118.8982
1972-03-01,119.6910
1972-04-01,121.2319
1972-05-01,122.6920
1972-06-01,123.7672
1972-07-01,124.6817
1972-08-01,126.0083
1972-09-01,126.9574
1972-10-01,129.0908
1972-11-01,131.5901
1972-12-01,133.1093
1973-01-01,135.4135
1973-02-01,140.7983
1973-03-01,144.9576
1973-04-01,147.5343
1973-05-01,149.9659
1973-06-01,152.8292
1973-07-01,155.3291
1973-08-01,158.0681
1973-09-01,158.5066
1973-10-01,159.1694
1973-11-01,159.9353
1973-12-01,161.2113
1974-01-01,163.0226
1974-02-01,164.7720
1974-03-01,168.8168
1974-04-01,174.9909
1974-05-01,177.6309
1974-06-01,180.1082
1974-07-01,183.9873
1974-08-01,186.3819
1974-09-01,187.9941
1974-10-01,189.2302
1974-11-01,190.4047
1974-12-01,191.2761
1975-01-01,191.5869
1975-02-01,190.3805
1975-03-01,188.1191
1975-04-01,187.4109
1975-05-01,186.0740
1975-06-01,184.6380
1975-07-01,183.6510
1975-08-01,182.9282
1975-09-01,182.8220
1975-10-01,182.7142
1975-11-01,182.6189
1975-12-01,183.3586
1976-01-01,182.6481
1976-02-01,182.0444
1976-03-01,179.4877
1976-04-01,177.4755
1976-05-01,178.4326
1976-06-01,179.1020
1976-07-01,179.1423
1976-08-01,179.7949
1976-09-01,181.1732
1976-10-01,182.4383
1976-11-01,183.9005
1976-12-01,185.2478
1977-01-01,185.7874
1977-02-01,187.4113
1977-03-01,189.1547
1977-04-01,190.2948
1977-05-01,191.7797
1977-06-01,193.5548
1977-07-01,195.1835
1977-08-01,197.4881
1977-09-01,198.9991
1977-10-01,201.2545
1977-11-01,202.9397
1977-12-01,204.6774
1978-01-01,207.2931
1978-02-01,210.2590
1978-03-01,213.6058
1978-04-01,216.9979
1978-05-01,220.4005
1978-06-01,223.4759
1978-07-01,226.2258
1978-08-01,228.3623
1978-09-01,230.5011
1978-10-01,232.9249
1978-11-01,235.8062
1978-12-01,237.2394
1979-01-01,239.7570
1979-02-01,243.8766
1979-03-01,247.8933
1979-04-01,253.7609
1979-05-01,258.7349
1979-06-01,263.4815
1979-07-01,267.8631
1979-08-01,270.6452
1979-09-01,274.3761
1979-10-01,276.1506
1979-11-01,277.2382
1979-12-01,279.7257
1980-01-01,281.8501
1980-02-01,285.6731
1980-03-01,289.3844
1980-04-01,290.6018
1980-05-01,287.8784
1980-06-01,287.0378
1980-07-01,288.0583
1980-08-01,291.4491
1980-09-01,294.7925
1980-10-01,299.9573
1980-11-01,307.3743
1980-12-01,312.0383
1981-01-01,312.4522
1981-02-01,313.1170
1981-03-01,314.3933
1981-04-01,318.5024
1981-05-01,324.0800
1981-06-01,328.1726
1981-07-01,331.8571
1981-08-01,336.5230
1981-09-01,338.1155
1981-10-01,341.1989
1981-11-01,345.5088
1981-12-01,350.3077
1982-01-01,354.8455
1982-02-01,360.7137
1982-03-01,363.9746
1982-04-01,371.0565
1982-05-01,375.9823
1982-06-01,380.5642
1982-07-01,384.0437
1982-08-01,385.8593
1982-09-01,391.0385
1982-10-01,392.3917
1982-11-01,391.9751
1982-12-01,392.0419
1983-01-01,393.1864
1983-02-01,393.3556
1983-03-01,393.8048
1983-04-01,392.4259
1983-05-01,391.4906
1983-06-01,393.8395
1983-07-01,397.7945
1983-08-01,401.5866
1983-09-01,402.5290
1983-10-01,405.7486
1983-11-01,409.6174
1983-12-01,413.9404
1984-01-01,415.6054
1984-02-01,423.5808
1984-03-01,430.9463
1984-04-01,437.8374
1984-05-01,446.3183
1984-06-01,450.9723
1984-07-01,455.8009
1984-08-01,458.7925
1984-09-01,461.9148
1984-10-01,466.3545
1984-11-01,470.9618
1984-12-01,473.3524
1985-01-01,472.9593
1985-02-01,475.6222
1985-03-01,480.2038
1985-04-01,478.9746
1985-05-01,480.7533
1985-06-01,482.2884
1985-07-01,487.0623
1985-08-01,489.857
1985-09-01,494.3809
1985-10-01,493.2822
1985-11-01,497.0812
1985-12-01,498.8938
1986-01-01,500.4044
1986-02-01,500.8605
1986-03-01,505.3873
1986-04-01,507.5792
1986-05-01,507.9056
1986-06-01,511.2235
1986-07-01,513.011
1986-08-01,515.0592
1986-09-01,517.6728
1986-10-01,517.6155
1986-11-01,523.8527
1986-12-01,539.2247
1987-01-01,548.7882
1987-02-01,546.9883
1987-03-01,548.3336
1987-04-01,549.4851
1987-05-01,551.5286
1987-06-01,554.5171
1987-07-01,553.4237
1987-08-01,554.0876
1987-09-01,561.3041
1987-10-01,563.1203
1987-11-01,562.5151
1987-12-01,565.1372
1988-01-01,567.0789
1988-02-01,568.2707
1988-03-01,571.3826
1988-04-01,577.3719
1988-05-01,583.8059
1988-06-01,588.9894
1988-07-01,593.93
1988-08-01,594.5178
1988-09-01,595.4536
1988-10-01,599.0591
1988-11-01,601.0702
1988-12-01,604.6465
1989-01-01,606.2841
1989-02-01,617.0978
1989-03-01,616.4851
1989-04-01,619.0402
1989-05-01,624.2941
1989-06-01,624.2594
1989-07-01,631.0042
1989-08-01,635.2403
1989-09-01,637.1645
1989-10-01,639.3556
1989-11-01,639.6923
1989-12-01,637.6194
1990-01-01,635.7596
1990-02-01,636.5343
1990-03-01,638.3616
1990-04-01,640.8445
1990-05-01,639.7431
1990-06-01,641.5175
1990-07-01,639.8997
1990-08-01,640.366
1990-09-01,639.4621
1990-10-01,637.5273
1990-11-01,639.1951
1990-12-01,641.5944
1991-01-01,636.1443
1991-02-01,635.9741
1991-03-01,635.2905
1991-04-01,631.2531
1991-05-01,627.7186
1991-06-01,626.3606
1991-07-01,623.2148
1991-08-01,618.3892
1991-09-01,620.5509
1991-10-01,620.9624
1991-11-01,618.4259
1991-12-01,618.3986
1992-01-01,613.6052
1992-02-01,609.7612
1992-03-01,607.3778
1992-04-01,604.3747
1992-05-01,602.1834
1992-06-01,601.0412
1992-07-01,599.2639
1992-08-01,597.2718
1992-09-01,598.4095
1992-10-01,596.8477
1992-11-01,596.8981
1992-12-01,596.5071
1993-01-01,595.5018
1993-02-01,593.5431
1993-03-01,591.269
1993-04-01,585.6213
1993-05-01,587.9537
1993-06-01,590.2159
1993-07-01,587.9131
1993-08-01,587.7282
1993-09-01,585.4326
1993-10-01,583.9071
1993-11-01,584.0166
1993-12-01,583.7116
1994-01-01,587.4555
1994-02-01,588.0767
1994-03-01,594.7864
1994-04-01,600.4654
1994-05-01,604.7378
1994-06-01,609.0097
1994-07-01,616.5107
1994-08-01,622.1236
1994-09-01,624.9692
1994-10-01,631.5922
1994-11-01,638.3852
1994-12-01,643.8329
1995-01-01,654.356
1995-02-01,666.6076
1995-03-01,673.5273
1995-04-01,677.5279
1995-05-01,686.1563
1995-06-01,690.6101
1995-07-01,698.557
1995-08-01,702.8375
1995-09-01,706.0529
1995-10-01,706.3125
1995-11-01,712.6172
1995-12-01,715.1173
1996-01-01,721.8161
1996-02-01,724.1883
1996-03-01,727.3324
1996-04-01,732.0661
1996-05-01,736.4283
1996-06-01,741.4091
1996-07-01,745.0438
1996-08-01,747.8324
1996-09-01,758.5581
1996-10-01,765.9875
1996-11-01,772.0699
1996-12-01,778.6499
1997-01-01,782.3893
1997-02-01,789.2136
1997-03-01,795.6093
1997-04-01,803.8892
1997-05-01,809.2983
1997-06-01,813.3641
1997-07-01,816.5333
1997-08-01,822.5114
1997-09-01,829.9588
1997-10-01,833.9351
1997-11-01,839.9142
1997-12-01,845.1296
1998-01-01,855.6338
1998-02-01,862.3793
1998-03-01,866.0871
1998-04-01,864.3619
1998-05-01,875.9633
1998-06-01,891.0944
1998-07-01,897.6676
1998-08-01,903.9707
1998-09-01,912.3998
1998-10-01,931.3815
1998-11-01,942.2684
1998-12-01,939.2049
1999-01-01,937.8413
1999-02-01,935.9775
1999-03-01,944.3984
1999-04-01,947.2234
1999-05-01,942.3575
1999-06-01,949.7357
1999-07-01,958.5119
1999-08-01,969.1052
1999-09-01,975.1881
1999-10-01,978.2872
1999-11-01,1000.3181
1999-12-01,1001.0668
2000-01-01,1003.6395
2000-02-01,1016.6519
2000-03-01,1026.2297
2000-04-01,1035.175
2000-05-01,1052.0245
2000-06-01,1062.7712
2000-07-01,1068.5739
2000-08-01,1071.6875
2000-09-01,1072.962
2000-10-01,1077.9697
2000-11-01,1080.4949
2000-12-01,1085.2984
2001-01-01,1094.0949
2001-02-01,1094.3383
2001-03-01,1091.9878
2001-04-01,1089.1624
2001-05-01,1084.1461
2001-06-01,1072.0353
2001-07-01,1063.9723
2001-08-01,1055.858
2001-09-01,1059.2736
2001-10-01,1044.5863
2001-11-01,1034.0439
2001-12-01,1021.8131
2002-01-01,1012.1221
2002-02-01,1016.8446
2002-03-01,1011.8273
2002-04-01,1000.2644
2002-05-01,990.9585
2002-06-01,984.088
2002-07-01,976.682
2002-08-01,972.4698
2002-09-01,966.3114
2002-10-01,962.8366
2002-11-01,960.5478
2002-12-01,957.8447
2003-01-01,950.3647
2003-02-01,941.6363
2003-03-01,937.5126
2003-04-01,935.094
2003-05-01,924.0695
2003-06-01,917.3774
2003-07-01,921.5109
2003-08-01,909.698
2003-09-01,899.9053
2003-10-01,886.9496
2003-11-01,881.8114
2003-12-01,883.6263
2004-01-01,876.4013
2004-02-01,874.5657
2004-03-01,869.3746
2004-04-01,864.4938
2004-05-01,862.8447
2004-06-01,869.1589
2004-07-01,878.137
2004-08-01,883.0436
2004-09-01,886.8331
2004-10-01,889.3043
2004-11-01,897.6517
2004-12-01,906.4336
2005-01-01,921.447
2005-02-01,931.8489
2005-03-01,945.8288
2005-04-01,958.5573
2005-05-01,968.6463
2005-06-01,975.0725
2005-07-01,989.6622
2005-08-01,995.8955
2005-09-01,1000.9579
2005-10-01,1014.4787
2005-11-01,1022.6377
2005-12-01,1036.1719
2006-01-01,1048.8127
2006-02-01,1058.4729
2006-03-01,1068.6904
2006-04-01,1084.9739
2006-05-01,1103.1925
2006-06-01,1118.7899
2006-07-01,1130.6626
2006-08-01,1152.3098
2006-09-01,1151.2141
2006-10-01,1161.3339
2006-11-01,1170.0137
2006-12-01,1182.586
2007-01-01,1192.4471
2007-02-01,1205.0545
2007-03-01,1215.7784
2007-04-01,1226.4611
2007-05-01,1244.4679
2007-06-01,1263.8679
2007-07-01,1281.781
2007-08-01,1307.6611
2007-09-01,1350.0468
2007-10-01,1374.8109
2007-11-01,1393.7686
2007-12-01,1417.6883
2008-01-01,1440.9927
2008-02-01,1449.1137
2008-03-01,1470.7229
2008-04-01,1490.0708
2008-05-01,1491.1987
2008-06-01,1498.2175
2008-07-01,1512.1644
2008-08-01,1513.7189
2008-09-01,1530.9345
2008-10-01,1586.5575
2008-11-01,1575.6122
2008-12-01,1558.7939
2009-01-01,1544.8141
2009-02-01,1532.6924
2009-03-01,1511.2477
2009-04-01,1491.6003
2009-05-01,1469.4134
2009-06-01,1436.3065
2009-07-01,1395.4149
2009-08-01,1363.531
2009-09-01,1337.6857
2009-10-01,1307.8572
2009-11-01,1290.1596
2009-12-01,1265.253
2010-01-01,1238.6856
2010-02-01,1223.5808
2010-03-01,1210.0424
2010-04-01,1207.4839
2010-05-01,1196.7433
2010-06-01,1190.1274
2010-07-01,1188.9906
2010-08-01,1187.8385
2010-09-01,1185.938
2010-10-01,1184.9104
2010-11-01,1187.1152
2010-12-01,1192.4336
2011-01-01,1196.0801
2011-02-01,1199.7604
2011-03-01,1206.8326
2011-04-01,1214.8218
2011-05-01,1228.9175
2011-06-01,1233.6324
2011-07-01,1244.2824
2011-08-01,1263.3275
2011-09-01,1269.6999
2011-10-01,1280.1027
2011-11-01,1292.903
2011-12-01,1303.8178
2012-01-01,1321.4785
2012-02-01,1344.4609
2012-03-01,1350.9339
2012-04-01,1368.4755
2012-05-01,1378.898
2012-06-01,1397.9694
2012-07-01,1413.6563
2012-08-01,1425.8338
2012-09-01,1434.3639
2012-10-01,1449.2928
2012-11-01,1457.2839
2012-12-01,1474.4689
2013-01-01,1485.2451
2013-02-01,1491.5336
2013-03-01,1499.7447
2013-04-01,1507.2495
2013-05-01,1510.269
2013-06-01,1521.731
2013-07-01,1531.7523
2013-08-01,1533.2945
2013-09-01,1539.9651
2013-10-01,1549.335
2013-11-01,1558.6063
2013-12-01,1574.323
2014-01-01,1586.927
2014-02-01,1619.931
2014-03-01,1634.0514
2014-04-01,1650.8788
2014-05-01,1663.5137
2014-06-01,1676.7463
2014-07-01,1694.7601
2014-08-01,1711.9216
2014-09-01,1725.6683
2014-10-01,1730.4578
2014-11-01,1751.4424
2014-12-01,1773.3168
2015-01-01,1791.7388
2015-02-01,1808.0712
2015-03-01,1834.4282
2015-04-01,1847.4892
2015-05-01,1863.2476
2015-06-01,1880.052
2015-07-01,1889.3912
2015-08-01,1903.5064
2015-09-01,1915.2938
2015-10-01,1929.7142
2015-11-01,1946.154
2015-12-01,1953.1233
2016-01-01,1964.1729
2016-02-01,1987.293
2016-03-01,2018.7306
2016-04-01,2032.8735
2016-05-01,2047.6397
2016-06-01,2050.6081
2016-07-01,2057.6869
2016-08-01,2051.3721
2016-09-01,2070.3384
2016-10-01,2085.8157
2016-11-01,2089.3618
2016-12-01,2084.1098
2017-01-01,2082.7358
2017-02-01,2082.4692
2017-03-01,2065.7206
2017-04-01,2066.8077
2017-05-01,2070.8769
2017-06-01,2072.6472
2017-07-01,2076.3883
2017-08-01,2084.3375
2017-09-01,2103.1255
2017-10-01,2112.0621
2017-11-01,2105.4476
2017-12-01,2104.3038
2018-01-01,2107.5217
2018-02-01,2108.3773
2018-03-01,2120.5846
2018-04-01,2163.4138
2018-05-01,2169.1372
2018-06-01,2188.1023
2018-07-01,2202.5151
2018-08-01,2207.6866
2018-09-01,2223.8353
2018-10-01,2247.5919
2018-11-01,2273.3544
2018-12-01,2303.1906
2019-01-01,2321.165
2019-02-01,2325.6507
2019-03-01,2334.0603
2019-04-01,2325.9127
2019-05-01,2328.2315
2019-06-01,2336.39
2019-07-01,2346.4297
2019-08-01,2364.7535
2019-09-01,2370.7252
2019-10-01,2368.4313
2019-11-01,2369.2798
2019-12-01,2358.0287
2020-01-01,2348.9287
2020-02-01,2345.5673
2020-03-01,2562.9301
2020-04-01,2922.4618
2020-05-01,3033.0402
2020-06-01,2929.018
2020-07-01,2864.7421
2020-08-01,2821.9164
2020-09-01,2764.1728
2020-10-01,2699.021
2020-11-01,2646.2331
2020-12-01,2603.2302
2021-01-01,2564.8389
2021-02-01,2583.5831
2021-03-01,2587.56
2021-04-01,2556.1636
2021-05-01,2539.3386
2021-06-01,2478.4193
2021-07-01,2456.4302
2021-08-01,2433.7804
2021-09-01,2420.0116
2021-10-01,2419.8185
2021-11-01,2438.6916
2021-12-01,2478.0085
2022-01-01,2477.0797
2022-02-01,2482.7491
2022-03-01,2527.5635
2022-04-01,2559.408
